,BDM,Territory,SourceSpreadsheetID,ItemKey,GenericName,BrandName,DosageStrength,BatchLotNo,ExpiryDate,SoldPer,StockOnHand,MinimalStock,PurchasePrice,SellingPrice,InventoryValue,IsActive,NearExpiryFlag,StockStatus,Remarks
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Partners Stomach Tube | FR 18 | MD20592301,Stomach Tube,Partners Stomach Tube,FR 18,MD20592301,03/20/25,piece,35,0,9.90,15.00,346.50,TRUE,EXPIRY RISK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Oxavin | 500 mg | 2507641,Oxacillin,Oxavin,500 mg,2507641,07/30/28,vial,100,0,19.00,75.00,"1,900.00",TRUE,OK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,hujk | 1000 iu | 1BP25D23,Nuparin,hujk,1000 iu,1BP25D23,07/01/28,vial,500,0,70.00,100.00,"35,000.00",TRUE,OK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Epix | 1 mg/mL | 250301,Epinephrine,Epix,1 mg/mL,250301,03/30/28,ampoule,410,0,6.50,35.00,"2,665.00",TRUE,OK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Porfever | 300 mg/2 mL | 26167,Paracetamol,Porfever,300 mg/2 mL,26167,01/30/29,ampoule,1000,0,6.50,40.00,"6,500.00",TRUE,OK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Doptrex | 200 mg/5 mL | MD20592301,Dopamine,Doptrex,200 mg/5 mL,MD20592301,02/01/27,ampoule,604,0,44.00,120.00,"26,576.00",TRUE,OK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Atracurium | 25 mg/2.5 mL | 2225194C,Atrium,Atracurium,25 mg/2.5 mL,2225194C,04/30/27,ampoule,100,0,240.00,350.00,"24,000.00",TRUE,OK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Tetagam | 1 mL 250 IU | P100796966,Human Tetanus Immunoglobulin,Tetagam,1 mL 250 IU,P100796966,10/30/27,vial,0,0,"1,394.00","1,500.00",0.00,TRUE,OUT OF STOCK,OUT,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Nestle Pre-nan | 400 g,Milk,Nestle Pre-nan,400 g,,07/21/27,can,5,0,981.00,"1,200.00","4,905.00",TRUE,OK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Partners Foley Cath | FR 8 | 2505011308,Foley Catheter,Partners Foley Cath,FR 8,2505011308,04/30/30,piece,50,0,35.00,55.00,"1,750.00",TRUE,EXPIRY RISK,OK,
ILO2,Jenny Rose Jacosalem,eBDM 2 Iloilo,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,Partners Suction Cath | FR 14 | SC250605,Suction Catheter,Partners Suction Cath,FR 14,SC250605,06/04/30,piece,300,0,5.82,12.22,"1,746.00",TRUE,OK,OK,
GSC,Cristina Salila,VIP Gensan,1bQozgnncxu4dwOtmg3hdATAHxr0dz1p6HhTzWZTMFMw,Viptriaxone | 1 g | ECFXM24107,Ceftriaxone,Viptriaxone,1 g,ECFXM24107,07/21/05,vial,460,100,35.00,480.00,"16,100.00",TRUE,OK,OK,
GSC,Cristina Salila,VIP Gensan,1bQozgnncxu4dwOtmg3hdATAHxr0dz1p6HhTzWZTMFMw,Viprazole | 40 mg | D650113,Omeprazole,Viprazole,40 mg,D650113,07/20/05,vial,249,100,40.00,450.00,"9,960.00",TRUE,OK,OK,
GSC,Cristina Salila,VIP Gensan,1bQozgnncxu4dwOtmg3hdATAHxr0dz1p6HhTzWZTMFMw,Axagyl | 500 mg/100 mL | DK40571,Metronidazole,Axagyl,500 mg/100 mL,DK40571,11/01/28,bottle,200,100,19.00,140.00,"3,800.00",TRUE,OK,OK,
GSC,Cristina Salila,VIP Gensan,1bQozgnncxu4dwOtmg3hdATAHxr0dz1p6HhTzWZTMFMw,Stigmithyl | 0.5 mcg/mL | 4RA110,Neostigmine,Stigmithyl,0.5 mcg/mL,4RA110,08/01/27,ampoule,78,50,75.00,250.00,"5,850.00",TRUE,OK,OK,
GSC,Cristina Salila,VIP Gensan,1bQozgnncxu4dwOtmg3hdATAHxr0dz1p6HhTzWZTMFMw,HCD Nitrile | Large | P00600003365122403,Gloves Nitrile,HCD Nitrile,Large,P00600003365122403,12/01/27,box of 100s,30,100,140.00,200.00,"4,200.00",TRUE,REORDER,LOW,
GSC,Cristina Salila,VIP Gensan,1bQozgnncxu4dwOtmg3hdATAHxr0dz1p6HhTzWZTMFMw,HCD Nitrile | Medium | PO0600003773102503,Gloves Nitrile,HCD Nitrile,Medium,PO0600003773102503,12/01/27,box of 100s,300,100,140.00,200.00,"42,000.00",TRUE,OK,OK,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,Partners Surgical Tape | 1 inch x 10 yards | JA250407U,Surgical Tape,Partners Surgical Tape,1 inch x 10 yards,JA250407U,05/30/30,piece,243,100,13.00,94.00,"3,159.00",TRUE,EXPIRY RISK,OK,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,Partners KN 95 | KN 95 | JA25122OU,KN 95,Partners KN 95,KN 95,JA25122OU,12/19/28,piece,5000,3000,135.00,6.00,"675,000.00",TRUE,OK,OK,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,Partners Face Mask | Earloop | SC250601PH,Surgical Face Mask,Partners Face Mask,Earloop,SC250601PH,06/30/30,piece,2500,1000,43.88,95.00,"109,700.00",TRUE,EXPIRY RISK,OK,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,Unimex Volumetric | 60 drops/mL | 12683PM,Volumetric Infusion Set,Unimex Volumetric,60 drops/mL,12683PM,08/19/30,piece,94,100,76.00,120.00,"7,144.00",TRUE,EXPIRY RISK,LOW,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,Unimex Macro Set | 20 drops/mL | 16734IC,Infusion Set,Unimex Macro Set,20 drops/mL,16734IC,05/20/30,piece,88,100,14.00,25.00,"1,232.00",TRUE,EXPIRY RISK,LOW,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,Unimex Micro Set | 60 drops/mL | 16734IC,Infusion Set,Unimex Micro Set,60 drops/mL,16734IC,05/20/30,piece,88,100,14.00,25.00,"1,232.00",TRUE,EXPIRY RISK,LOW,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,Partners Nebulizer Kit | Pedia | 2506011921,Nebulizer Kit/Mask,Partners Nebulizer Kit,Pedia,2506011921,11/29/29,piece,50,100,28.84,45.00,"1,442.00",TRUE,REORDER,LOW,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,Partners Nebulizer Kit | Adult | SC241023PH,Nebulizer Kit/Mask,Partners Nebulizer Kit,Adult,SC241023PH,05/30/30,piece,195,100,28.84,45.00,"5,623.80",TRUE,EXPIRY RISK,OK,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,"Partners Gauze Bandage | 4""x4"" x8 ply | JA24080IU",Gauze Bandage,Partners Gauze Bandage,"4""x4"" x8 ply",JA24080IU,08/30/29,piece,313,50,1.80,3.02,563.40,TRUE,OK,OK,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,Partners Gauze Bandage | 4 x10 yards | JA25011OU,Gauze Bandage,Partners Gauze Bandage,4 x10 yards,JA25011OU,02/30/30,piece,25,50,10.56,18.33,264.00,TRUE,REORDER,LOW,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,"Partners Gauze Bandage | 2"" x2 x 8 ply | JA230209U",Gauze Bandage,Partners Gauze Bandage,"2"" x2 x 8 ply",JA230209U,04/30/28,piece,92,50,109.60,139.60,"10,083.20",TRUE,OK,OK,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,Partners Gauze Bandage | 2 x 10 yards | JA210615U,Gauze Bandage,Partners Gauze Bandage,2 x 10 yards,JA210615U,07/30/26,piece,6,50,85.00,120.00,510.00,TRUE,EXPIRY RISK,LOW,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,Partners Elastic Bandage | 2 inch x 5 yards | JA230109U,Elastic Bandage,Partners Elastic Bandage,2 inch x 5 yards,JA230109U,02/30/2028,piece,8,20,12.10,27.50,96.80,TRUE,REORDER,LOW,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,Partners Elastic Bandages | 3 inch x 5 yards | JA221216,Elastic Bandage,Partners Elastic Bandages,3 inch x 5 yards,JA221216,01/30/28,piece,8,20,15.53,27.50,124.24,TRUE,REORDER,LOW,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,Partners Elastic Bandage | 6 inch x 5 yards | JA250214U,Elastic Bandage,Partners Elastic Bandage,6 inch x 5 yards,JA250214U,04/30/30,piece,9,20,16.48,27.50,148.32,TRUE,EXPIRY RISK,LOW,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,PartnersElastic Bandage | 4 inch x 5 yards | JA250313U,Elastic Bandage,PartnersElastic Bandage,4 inch x 5 yards,JA250313U,04/30/30,piece,13,20,28.00,33.00,364.00,TRUE,EXPIRY RISK,LOW,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,Tropin | 1mg/mL | 2406081,Atropine,Tropin,1mg/mL,2406081,06/30/27,ampoule,70,100,21.50,75.00,"1,505.00",TRUE,REORDER,LOW,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,Corpilyn | 500 mg | UCY25002,Ampicillin,Corpilyn,500 mg,UCY25002,05/30/28,vial,100,100,13.50,50.00,"1,350.00",TRUE,REORDER,OK,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,Metoclosil | 10 mg/2 mL | 2403139,Metoclopramide,Metoclosil,10 mg/2 mL,2403139,03/30/27,ampoule,553,300,5.50,45.00,"3,041.50",TRUE,OK,OK,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,Cardowin | 10 mg/10 mL | GN5935,Ampicillin,Cardowin,10 mg/10 mL,GN5935,06/30/28,ampoule,100,100,105.00,500.00,"10,500.00",TRUE,REORDER,OK,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,Gentacare | 80 mg/2 mL | 2507609,Gentamicin,Gentacare,80 mg/2 mL,2507609,07/30/28,ampoule,481,500,4.50,16.00,"2,164.50",TRUE,REORDER,LOW,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,Noxprivex 4000 iu | 0.4 ml | BNI0824056,Norepinephine,Noxprivex 4000 iu,0.4 ml,BNI0824056,07/30/26,PFS,70,100,350.00,450.00,"24,500.00",TRUE,EXPIRY RISK,LOW,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,Noxprivex 6000 iu | 0.6 mL | BNI0824055,Norepinephine,Noxprivex 6000 iu,0.6 mL,BNI0824055,07/30/26,PFS ,115,100,450.00,700.00,"51,750.00",TRUE,EXPIRY RISK,OK,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,Speeda | 0.5 mL | 202505120AY,Purified Rabies Vaccine,Speeda,0.5 mL,202505120AY,01/00/00,piece,0,0,930.00,"1,250.00",0.00,TRUE,OUT OF STOCK,OUT,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,Abhay-Tox | 0.5 mL | 24GTOX009B,Tetanus Toxoid,Abhay-Tox,0.5 mL,24GTOX009B,01/00/00,vial,0,0,57.60,116.00,0.00,TRUE,OUT OF STOCK,OUT,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,Partners Lubricating Jelly | 5 g | 2501005,Lubricating Jelly,Partners Lubricating Jelly,5 g,2501005,01/30/30,piece,447,1500,4.16,8.00,"1,859.52",TRUE,EXPIRY RISK,LOW,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,Partners Nasal Oxygen | Pedia/Adult | SC250918PH,Nasal Oxygen,Partners Nasal Oxygen,Pedia/Adult,SC250918PH,10/19/30,piece,48,100,14.00,19.00,672.00,TRUE,EXPIRY RISK,LOW,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,Hyphen | 50 mg/mL | 240436,Diphenhydramine,Hyphen,50 mg/mL,240436,04/01/27,ampoule,160,100,21.00,65.00,"3,360.00",TRUE,OK,OK,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,Farsobid | 10 mg/10 mL | 3RI005,Isosorbide dinitrate,Farsobid,10 mg/10 mL,3RI005,09/30/26,vial,66,100,370.00,500.00,"24,420.00",TRUE,REORDER,LOW,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,Zytact | 200 mg/5mL | AU23033,Azithromycin,Zytact,200 mg/5mL,AU23033,09/30/26,15 mL bottle,46,100,55.00,75.00,"2,530.00",TRUE,REORDER,LOW,
ACC,Judy Mae Patrocinio,VIP Shared Services,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,Partners Lubricating Jelly | 80 g | 2409224,Lubricating Jelly,Partners Lubricating Jelly,80 g,2409224,09/30/27,piece,5,50,44.29,60.00,221.45,TRUE,REORDER,LOW,
OZA,Roman Mabanag,VIP Ozamiz,1L3MURjzhk6j6BYvsPCGYn5Zqy6XAjJmNthqzGx_U-e8,VIPTRIAXONE | 1 g | ECFXM24107,CEFTRIAXONE,VIPTRIAXONE,1 g,ECFXM24107,08/01/27,VIAL,402,300,35.00,350.00,"14,070.00",TRUE,OK,OK,
OZA,Roman Mabanag,VIP Ozamiz,1L3MURjzhk6j6BYvsPCGYn5Zqy6XAjJmNthqzGx_U-e8,VIPRAZOLE | 40 mg | DG50113,OMEPRAZOLE,VIPRAZOLE,40 mg,DG50113,01/01/28,VIAL,246,0,40.00,300.00,"9,840.00",TRUE,OK,OK,
OZA,Roman Mabanag,VIP Ozamiz,1L3MURjzhk6j6BYvsPCGYn5Zqy6XAjJmNthqzGx_U-e8,LOSIL | 20 mg/ml | 8241084,HYOSCINE-N BUTYLBROMIDE,LOSIL,20 mg/ml,8241084,08/21/27,AMPOULE,50,50,115.00,350.00,"5,750.00",TRUE,REORDER,OK,
OZA,Roman Mabanag,VIP Ozamiz,1L3MURjzhk6j6BYvsPCGYn5Zqy6XAjJmNthqzGx_U-e8,VITAROXIMA | 750 mg | C240064,CEFUROXIME SODIUM,VITAROXIMA,750 mg,C240064,04/12/27,VIAL,50,50,50.00,110.00,"2,500.00",TRUE,REORDER,OK,
OZA,Roman Mabanag,VIP Ozamiz,1L3MURjzhk6j6BYvsPCGYn5Zqy6XAjJmNthqzGx_U-e8,CEFAZOVIT | 1 g | C240029,CEFAZOLIN SODIUM,CEFAZOVIT,1 g,C240029,02/16/27,VIAL,50,50,118.00,350.00,"5,900.00",TRUE,REORDER,OK,
OZA,Roman Mabanag,VIP Ozamiz,1L3MURjzhk6j6BYvsPCGYn5Zqy6XAjJmNthqzGx_U-e8,VITAZOL | 500 mg/100 mL | 230308,METRONIDAZOLE,VITAZOL,500 mg/100 mL,230308,03/31/26,BOTTLE,130,0,34.00,130.00,"4,420.00",TRUE,EXPIRY RISK,OK,
OZA,Roman Mabanag,VIP Ozamiz,1L3MURjzhk6j6BYvsPCGYn5Zqy6XAjJmNthqzGx_U-e8,ARCIMET | 10 mg/2 mL | AEO23001,METOCLOPRAMIDE HYDROCHLORIDE,ARCIMET,10 mg/2 mL,AEO23001,02/01/26,AMPOULE,550,0,26.80,70.00,"14,740.00",FALSE,EXPIRY RISK,OK,
OZA,Roman Mabanag,VIP Ozamiz,1L3MURjzhk6j6BYvsPCGYn5Zqy6XAjJmNthqzGx_U-e8,PARTNERS Resu PVC | PEDIA | 23002675,MANUAL RESUSCITATOR,PARTNERS Resu PVC,PEDIA,23002675,09/11/28,PIECE,22,20,578.00,880.00,"12,716.00",TRUE,OK,OK,
OZA,Roman Mabanag,VIP Ozamiz,1L3MURjzhk6j6BYvsPCGYn5Zqy6XAjJmNthqzGx_U-e8,PARTNERS Resu PVC | ADULT | 24002845,MANUAL RESUSCITATOR,PARTNERS Resu PVC,ADULT,24002845,10/29/28,PIECE,2,20,578.00,880.00,"1,156.00",TRUE,REORDER,LOW,
OZA,Roman Mabanag,VIP Ozamiz,1L3MURjzhk6j6BYvsPCGYn5Zqy6XAjJmNthqzGx_U-e8,GLOMED Latex | MEDIUM | 219041035LCZA,LATEX GLOVES,GLOMED Latex,MEDIUM,219041035LCZA,10/11/28,Box of 100s,20,20,140.00,200.00,"2,800.00",FALSE,REORDER,OK,
OZA,Roman Mabanag,VIP Ozamiz,1L3MURjzhk6j6BYvsPCGYn5Zqy6XAjJmNthqzGx_U-e8,PARTNERS S Tube | FR 16 | SC250617PH,STOMACH TUBE,PARTNERS S Tube,FR 16,SC250617PH,08/08/30,PIECE,30,10,10.00,16.00,300.00,TRUE,OK,OK,
OZA,Roman Mabanag,VIP Ozamiz,1L3MURjzhk6j6BYvsPCGYn5Zqy6XAjJmNthqzGx_U-e8,PARTNERS D Tube | FR 18 | MDK24959919,GASTRIC DUODENAL TUBE,PARTNERS D Tube,FR 18,MDK24959919,03/10/29,PIECE,2,10,120.00,185.00,240.00,TRUE,REORDER,LOW,
OZA,Roman Mabanag,VIP Ozamiz,1L3MURjzhk6j6BYvsPCGYn5Zqy6XAjJmNthqzGx_U-e8,HCD Nitrile | SMALL | 11 205 6189 0172,NITRILE GLOVES,HCD Nitrile,SMALL,11 205 6189 0172,11/01/28,Box of 100s,40,30,135.00,200.00,"5,400.00",TRUE,OK,OK,
OZA,Roman Mabanag,VIP Ozamiz,1L3MURjzhk6j6BYvsPCGYn5Zqy6XAjJmNthqzGx_U-e8,GLOMED Latex | LARGE | 092025 4334 0077,LATEX GLOVES,GLOMED Latex,LARGE,092025 4334 0077,09/01/28,Box of 100s,10,10,140.00,200.00,"1,400.00",TRUE,REORDER,OK,
OZA,Roman Mabanag,VIP Ozamiz,1L3MURjzhk6j6BYvsPCGYn5Zqy6XAjJmNthqzGx_U-e8,AXAGYL | 500 mg/100 mL | DK40571,METRONIDAZOLE,AXAGYL,500 mg/100 mL,DK40571,10/01/27,BOTTLE,100,100,19.00,130.00,"1,900.00",TRUE,REORDER,OK,
OZA,Roman Mabanag,VIP Ozamiz,1L3MURjzhk6j6BYvsPCGYn5Zqy6XAjJmNthqzGx_U-e8,PANTREX | 500 mg/5 mL | 1123 152,TRANEXAMIC ACID,PANTREX,500 mg/5 mL,1123 152,10/01/26,AMPOULE,47,50,53.00,160.00,"2,491.00",TRUE,REORDER,LOW,
OZA,Roman Mabanag,VIP Ozamiz,1L3MURjzhk6j6BYvsPCGYn5Zqy6XAjJmNthqzGx_U-e8,NOXPRIVEX 4000 | 4000 IU | BNI0824056,ENOXAPARIN SODIUM,NOXPRIVEX 4000,4000 IU,BNI0824056,07/30/26,PFS,47,42,350.00,450.00,"16,450.00",TRUE,EXPIRY RISK,OK,
OZA,Roman Mabanag,VIP Ozamiz,1L3MURjzhk6j6BYvsPCGYn5Zqy6XAjJmNthqzGx_U-e8,MD-URITEC | 20 mg/2 mL | 240710,FUROSEMIDE,MD-URITEC,20 mg/2 mL,240710,07/30/27,AMPOULE,200,100,12.00,45.00,"2,400.00",TRUE,OK,OK,
OZA,Roman Mabanag,VIP Ozamiz,1L3MURjzhk6j6BYvsPCGYn5Zqy6XAjJmNthqzGx_U-e8,AMBIDOL | 100 mg/2 mL | 25A0005,TRAMADOL HCL,AMBIDOL,100 mg/2 mL,25A0005,06/30/28,AMPOULE,110,100,6.50,70.00,715.00,TRUE,OK,OK,
OZA,Roman Mabanag,VIP Ozamiz,1L3MURjzhk6j6BYvsPCGYn5Zqy6XAjJmNthqzGx_U-e8,RANITEIN | 50 mg/2 mL | 2504601,RANITIDINE HCL,RANITEIN,50 mg/2 mL,2504601,04/30/28,AMPOULE,300,100,11.00,65.00,"3,300.00",TRUE,OK,OK,
OZA,Roman Mabanag,VIP Ozamiz,1L3MURjzhk6j6BYvsPCGYn5Zqy6XAjJmNthqzGx_U-e8,MD-CID | 50 mg/2 mL | 4106,RANITIDINE HCL,MD-CID,50 mg/2 mL,4106,04/30/26,AMPOULE,200,100,13.00,65.00,"2,600.00",TRUE,EXPIRY RISK,OK,
OZA,Roman Mabanag,VIP Ozamiz,1L3MURjzhk6j6BYvsPCGYn5Zqy6XAjJmNthqzGx_U-e8,RANICID | 50 mg/2 mL | AFU25002,RANITIDINE HCL,RANICID,50 mg/2 mL,AFU25002,05/30/28,AMPOULE,330,300,30.24,85.00,"9,979.20",TRUE,OK,OK,
OZA,Roman Mabanag,VIP Ozamiz,1L3MURjzhk6j6BYvsPCGYn5Zqy6XAjJmNthqzGx_U-e8,BUPIRIGHT | 5 mg/ml | 4602401,BUPIVACAINE HCL IN 8% DEXTROSE,BUPIRIGHT,5 mg/ml,4602401,03/30/27,AMPOULE,45,20,205.00,490.00,"9,225.00",TRUE,OK,OK,
OZA,Roman Mabanag,VIP Ozamiz,1L3MURjzhk6j6BYvsPCGYn5Zqy6XAjJmNthqzGx_U-e8,NEOTALIS | 0.5 mg/mL | A240577,NEOSTIGMINE METHYLSULFATE,NEOTALIS,0.5 mg/mL,A240577,05/13/27,AMPOULE,10,10,59.00,200.00,590.00,TRUE,REORDER,OK,
OZA,Roman Mabanag,VIP Ozamiz,1L3MURjzhk6j6BYvsPCGYn5Zqy6XAjJmNthqzGx_U-e8,ONITAZ | 4.5 g | UOT24004,PIPERACELLIN TAZOBACTAM,ONITAZ,4.5 g,UOT24004,11/30/27,VIAL,120,100,200.00,600.00,"24,000.00",TRUE,OK,OK,